instance,status,variables,clauses,conflicts,decisions,propagations,memory_mb,cpu_time_s
a990cfc1e553e69d37f3ab071ccac1cf-unif-k5-r21.117-v300-c6335-S1439420788559584617,TIMEOUT,300,6335,2258595,2974547,81782250,23.15,59.9861
2314dcec1bce868092465602b71b5825-gensys-ukn005.shuffled-as.sat05-3845,SATISFIABLE,2765,17697,40336,130611,2673174,13.06,0.970628
297c952d2e3ad4c464162ff8773ed009-counting-easier-fphp-012-010.sat05-1214.reshuffled-07,TIMEOUT,120,1212,3731450,4216900,54497483,11.96,59.9803
9ef46b401df36e4110d09c4f60a13ad4-vmpc_25.shuffled-as.sat05-1945,SATISFIABLE,625,76775,244301,444255,27039094,37.95,13.9041
b84a86ff09be4392cabb8e9e4f64fa65-bench_14290.smt2,UNSATISFIABLE,4948,16966,2172,6403,147821,13.05,0.03665
479c9ec9f69f1550f165d3e1fb0901fa-x9-02047.sat.sanitized,SATISFIABLE,100,896,8,30,379,10.91,0.000976
5fb9e9d1365f1a6c46ee0dfc937941bb-manthey_single-ordered-initialized-w50-b6,TIMEOUT,9000,69475,562335,1032949,254478406,60.1,59.9407
45a03b15f9f79a65044c157af630d223-unif-c1750-v500-s347258137,SATISFIABLE,500,1750,1313,2169,99251,11.04,0.01571
7e8d26b8fe8e155898c283e4f65f5c6c-ezfact32_6.shuffled,SATISFIABLE,769,4694,98,134,13539,11.38,0.008558
80e8be01d7b799f51d9f03e7569ab0cc-unif-k7-r87.79-v119-c10447-S6251061974745230952,TIMEOUT,119,10447,2016181,2440046,31443569,32.05,59.9687
b13e24a50fa51d70052af82f22abd940-Urquhart-s3-b4.shuffled,TIMEOUT,49,572,21551906,32639366,122274829,10.91,59.9876
c7332634139cb6bcc0b2273b6cb68ca1-3col120_5_9.shuffled,SATISFIABLE,240,1012,8437,9831,544097,10.91,0.088476
802fa55e1b94b0550e67ef105b82b2c1-bench_1455.smt2,UNSATISFIABLE,5824,16848,13818,17005,4243819,13.31,0.596996
68d3b0722c9359568cf2feb948b64d63-gencnf-k7-r88.7-v85-c7539-01-S962370643.shuffled-as.sat03-1783,TIMEOUT,85,7539,2474057,2861355,30265225,22.47,59.976
bcbe1a37fc1d7d9347749c1a3ae10cf4-unif2p-p0.9-v810-c2932-S1870497322-13-SAT,TIMEOUT,810,2931,2873535,3689966,295329221,15.48,59.9785
537db45d7b1dc04df095351d51e38d3a-7999999957nc.shuffled-as.sat03-1673,UNSATISFIABLE,3132,12285,169097,200444,70011244,13.91,12.2277
c2150b29d3f400f4e876a6f120ad94f8-lksat-n20000-m53400-k3-l3-s786543729.used-as.sat04-908,UNSATISFIABLE,20000,53400,2,9,780,18.01,0.065793
5b9fd1dfacf03372a45cdbf14c6315ce-too_large_gr_rcs_w5.shuffled,UNSATISFIABLE,2595,36129,307,407,19069,14.18,0.039022
63d60747758dc371c0dd0a7dad2b59ac-bench_5076.smt2,UNSATISFIABLE,17344,49053,117882,151891,37366812,31.29,7.92306
02da8e9305ee7b4ad33c348f46afebea-x9-03055.sat.sanitized,SATISFIABLE,150,1345,590,755,27372,10.91,0.005118
b8550e74477b2aae2c6a4c6b959ca42c-unif-k5-r21.3-v120-c2556-S142115187-18.UNSAT.shuffled,TIMEOUT,120,2556,4305373,5106727,82521518,14.02,59.9764
2fc35010a98ace1e25494372817a8250-x9-06070.sat.sanitized,SATISFIABLE,300,2690,12939,17547,938017,11.05,0.192325
d37b1ec35be2d14b573872e545997dda-x9-06093.sat.sanitized,SATISFIABLE,300,2692,8289,11648,600172,11.05,0.113917
80bf23bf9d7b4275fccbeb9c8a65ab7b-okgen-c2600-v400-s1700106934-1700106934,UNSATISFIABLE,400,2600,128360,156110,6096421,11.04,1.3706
03d9b7f7c619fdf000a1ba5eab146379-unif-k5-r20.275-v1280-c25952-S2572867284453527358,TIMEOUT,1280,25952,915347,1835467,90425152,117.09,59.7183
5d7bc1fb0f3269d88f732d3fb81abe59-16_16_booth_wallace_origin_and_default_mapped_bit29,TIMEOUT,2803,9266,1454361,1867812,293681245,17.65,59.974
753c9ef4667230d97f4c26307df9e817-vmpc_26.shuffled-as.sat05-1946,SATISFIABLE,676,86424,145457,280953,17022376,27.94,7.82439
e60248099ffb21bc281a8bbc18a4cd7f-7cnf20_90000_90000_2.shuffled,SATISFIABLE,20,1552,2257,2415,10085,10.91,0.018835
a3afd3929187eb7a892148331330b39c-unif-k7-r89-v75-c6675-S2073320038-053,TIMEOUT,75,6675,2755311,3156082,30825699,20.38,59.9708
3a88a2165770da9d11acf860ffc3b0c6-x9-09025.sat.sanitized,SATISFIABLE,450,4053,68464,96074,6714002,11.23,1.47208
786c262f67b94bc76d632e142b20dcfb-hid-uns-enc-6-1-0-0-0-0-22883,TIMEOUT,1908,5827,1687661,3176810,326018902,31.14,59.9688
79391ed5a7f19b947cefe7af1178146a-21_1,TIMEOUT,3488,11488,586745,663992,301580779,18.63,59.9863
d8c2c02db7dad20cfe26ddc07c13ec6e-unif-c4225-v650-s713109474,TIMEOUT,650,4225,2929489,3660040,191740388,18.75,59.9591
e590f7b8abf663e290d66d730817da24-unif-k7-r89-v60-c5340-S1319091742-10.SAT.shuffled,TIMEOUT,60,5340,3211074,3608572,30747001,15.37,59.9205
964b160324a03e992299486e1faaa322-x9-05008.sat.sanitized,SATISFIABLE,250,2245,278,490,16885,10.91,0.003802
b3c587501567db72e6e66c6930cf15ed-StConn_7_128.sanitized,TIMEOUT,3306,22933,5233261,12860085,121912950,104.35,59.8697
7ee692a007ac5d44188e3a96f38cbe31-bench_8949.smt2,UNSATISFIABLE,5251,17928,2696,8705,146740,13.08,0.037517
63be8eb750fec370d232ce328c888c36-unif-k4-r9.931-v2240-c22245-S347487136971237266,TIMEOUT,2240,22245,890224,1889781,144051509,123.79,59.7962
f1dbcb2fe6193ab8334be18504e1b3fb-unif-k4-r9.526-v4800-c45725-S4652422105385764845,TIMEOUT,4800,45725,506825,1552980,137866330,163.26,59.5763
9c63921afdc7bd26d15a76e0c74f2d6d-glassyb-v648-s1972442008,TIMEOUT,648,3023,2896395,3833058,237580414,18.22,59.9706
ece0119b0e046fc9de919ab6e0f9810b-Schur_160_5_d38,TIMEOUT,752,27325,909458,1386105,49757064,47.83,59.959
0ec838a0bcda738c193c8ca61ae86986-puzzle31_sat,TIMEOUT,23777,88020,1249856,1515552,315561816,66.15,59.9158
da80902ff63fe984b7efaa066469b860-unif-k5-r21.3-v110-c2343-S398733532-072,TIMEOUT,110,2343,4625215,5452070,83582141,14.04,59.9835
83137397b750ada740591a21f2a32049-x9-07064.sat.sanitized,SATISFIABLE,350,3150,73026,95337,5935078,11.05,1.32858
ce37e844d833fb789db6cd7fd2d4c916-fla-barthel-360-2,SATISFIABLE,360,1548,883159,1102438,49445185,10.91,10.2944
0922feab75c35d04d9b8df69013a6df0-toughsat_22bits_0,TIMEOUT,600,16790,1045625,1213205,83609887,21.2,59.9855
5c6f8434a29d20cef4d2bdbb14a28c66-fla-barthel-260-3,SATISFIABLE,260,1118,45266,55597,2021654,10.91,0.344221
c5620aef0f003a2ed5da25adeb51209b-bench_1762.smt2,TIMEOUT,28489,92794,601209,1026545,306519743,90.23,59.9164
e61e3eeaabbdfee8290835d63d56dc2e-unif-k5-r21.117-v580-c12248-S8750973933177740835,TIMEOUT,580,12248,1498866,2259455,85534145,60.89,59.9551
3d4be5a280acbde7f70e4d7c03d7b04e-bench_7504.smt2,UNSATISFIABLE,3194,11038,620,1383,37706,12.02,0.016553
eabd4d39be323e1c55fc0fe47d8b5bae-okgen-c4225-v650-s937266451-937266451,TIMEOUT,650,4225,3020071,3749550,194977945,17.27,59.9919
6f6250ce0c25eb4e033579cd9d1b5745-gt-ordering-sat-gt-030.sat05-1295.reshuffled-07,TIMEOUT,900,24824,3714346,6762351,88249048,130.79,59.8835
df78740e173771ba0caf37d952bb231b-SGI_30_50_30_20_5-dir.shuffled-as.sat03-110,TIMEOUT,900,68242,221462,429736,22232526,85.85,59.891
5dc5185101e1d439d14f0a04acfa9bfb-28_2,TIMEOUT,4608,15296,387638,437103,351852965,22.76,59.9855
7c6cdad981acaf87d4fa902d395befc8-unif-k5-r21.117-v350-c7391-S7994450980614949175,TIMEOUT,350,7391,2090150,2849378,84039752,30.12,59.967
32a0dcfca01887e572dbd3a22e6c9063-fdmus_b14_206,UNSATISFIABLE,3573,9728,14817,31509,1364769,12.17,0.219165
22eb13d4157efb76bf6b308d83618a7e-dead-dnd009.shuffled-as.sat05-3115,TIMEOUT,1262,12824,1249942,3804267,81831021,22.33,59.965
10253f0a4b37654146aaf73a9fbbd929-complete-500-0.1-15-98765432150015,SATISFIABLE,1000,74037,0,12,1000,29.7,5.95476
8c26170296e1b24a04c7e3a4f4cc07b6-4col160_9_9.shuffled,TIMEOUT,320,2852,4231499,7166470,173459599,14.99,59.9514
28fdac040b6b803608e5e992356825f4-unif2p-p0.9-v810-c2932-S1955492734-15-UNSAT,TIMEOUT,810,2931,2631319,3330437,267774766,14.89,59.9488
967284314db359bd66bb86e8a03e7d2e-case15.normalised,TIMEOUT,30587,91690,337657,368619,355565117,45.14,59.963
3f3ac7a6ff729d9a274206abeb85bcf9-satsgi-n25himBHm27-p0-q250,SATISFIABLE,675,16900,0,352,675,12.02,0.007891
84ad74b9d4d90442808da4e628252b34-x9-07003.sat.sanitized,SATISFIABLE,350,3147,22397,32430,1811657,11.05,0.380985
3d485f7153c8f84f932bd15a8e0654ae-vmpc_27,SATISFIABLE,729,96849,405067,769547,48953456,54.43,31.205
f41aab0b5914dd281d7c667057509bcf-fdmus_b20_378,UNSATISFIABLE,3540,9674,14197,30148,885289,12.16,0.155157
5296cf38e467fb9367f311d132ce66d4-okgen-c3150-v700-s2128357857-2128357857,TIMEOUT,700,3150,2819527,3645739,235954590,18.04,59.9732
3427d3098a0c074f61f59f494deb358b-unif-k3-r4.25-v440-c1870-S332478069-041,TIMEOUT,440,1870,3904766,4885543,246710040,13.04,59.9494
39a540699238974e7080cf5a8011eba8-prime_a16_b16,SATISFIABLE,3813,16648,3952,5428,978670,12.5,0.154442
e5c5d060b1d87cb7280327f30f909719-hgen5-v150-s1806439773,SATISFIABLE,150,1064,1487984,1780008,41156590,10.91,13.8546
2fea6a7c016115a1b9dac63b8405212e-bf1355-621,UNSATISFIABLE,2296,6327,0,0,381,11.6,0.005977
b3167d999edd81291f33636464f2f8e6-Folkman-190-104806020.sanitized,TIMEOUT,17955,22138,1091652,6088402,221227214,127.35,59.9048
13ad8e4f8453f77760e0f3da0a3b941f-gt-016.shuffled-as.sat05-1291,UNSATISFIABLE,255,3495,40136,58891,647428,11.05,0.228629
80d8c77f6cab179d469462221f3f624a-clqcl_30_11_10.normalised,TIMEOUT,1065,60026,3411236,40208128,152694732,112.22,59.9222
f54de5fbabb6644bf3c12da6c1c8ef59-ferry8_v01a.renamed-as.sat05-4006,SATISFIABLE,854,14819,211,557,18515,11.97,0.011177
9186268c217829bdb23cb3362b61d138-lksat-n1100-m7545-k4-l4-s273157162.used-as.sat04-924,SATISFIABLE,1100,7545,723620,930932,92477459,14.17,19.8948
e929f53f5bd9da191079e5d1e4e0a890-fdmus_b21_166,UNSATISFIABLE,4113,11358,20724,44333,1354764,12.31,0.231776
4d965aa7dbd6e7ae8bd89dfd16f55ac6-gencnf-k6-r44.3-v108-c4784-05-S2103231893.used-as.sat04-215,TIMEOUT,108,4784,2964614,3500840,47150233,18.39,59.9451
1b72d2cd3e978b7ad976b6f1d2174dd4-edges-070-3-10062999-36,TIMEOUT,210,277,11724443,14777507,292288094,10.91,59.9378
9b898146eb171d00db6a1c660e95011d-combined-crypto1-wff-seed-8-wffvars-450-cryptocplx-40-overlap-2,TIMEOUT,1729,21678,1318416,1643801,83232329,34.16,59.9682
1f33569c32de4c55d324b558e43d1d90-fdmus_b17_387,UNSATISFIABLE,3621,10047,12352,18742,1428600,12.26,0.259822
04dcc4912a16549fc97d918545b68af5-x9-03082.sat.sanitized,UNSATISFIABLE,150,1353,994,1250,44721,10.91,0.009483
6744c955b2749532725f73b50422f3ef-fdmus_b22_236,UNSATISFIABLE,5925,16439,22143,71943,2015584,13.09,0.320047
baf37d0edd0f0b65f46538658b2af6f1-x9-09028.sat.sanitized,SATISFIABLE,450,4044,423641,550863,41618961,11.23,11.679
369196e2e98718bca4c038429b39e2d7-x2_64.shuffled-as.sat03-1603,TIMEOUT,190,506,17310056,27599956,175333884,10.91,59.9076
531c9171608d1ac9619c939f63c4a49d-unif-k7-r85-v180-c15300-S1805843968-06,TIMEOUT,180,15300,1534428,1965799,32254580,33.25,59.9731
6829fcf28d829edc9d72ff279234bc42-fdmus_b22_605,UNSATISFIABLE,5103,13878,36480,92133,2816452,12.8,0.462308
d4bbc6a084863f9b600c5b8274ca3535-okgen-c2500-v500-s811024080-811024080,TIMEOUT,500,2500,3507857,4362468,219470599,14.4,59.9897
1f95fd46deda116c2c96aaeea7092f04-unif-r4-v500-c2000-05-S2050806279.used-as.sat04-5,TIMEOUT,500,2000,3594218,4569022,257299379,14.4,59.9897
66c1779436306fd4942f4ad62fa80e8a-fdmus_b22_173,UNSATISFIABLE,5145,14204,27492,62761,2086208,12.79,0.347269
8894ee0505a371b9c72ab8b98c380bce-sp5-21-15-bin-nons-flat-noid,TIMEOUT,5548,34695,574995,1066965,71550205,56.02,59.9584
1940870a33d7938473cfc4c62970fa54-unif-r4-v600-c2400-03-S703123123.shuffled-as.sat03-1147,TIMEOUT,600,2400,3195860,4116654,255390658,15.68,59.9751
d1c58f0e2b39277801a35dff49ca5712-bench_1388.smt2,TIMEOUT,28489,94232,583128,998653,296880567,90.56,59.8598
37cfdf6c1a995c23ad3de782f28574d1-fdmus_b15_287,UNSATISFIABLE,4752,13435,8036,13720,1407499,12.8,0.219778
2d8810d3ecf6f1281892d1fbeb4a3cfd-x9-05054.sat.sanitized,SATISFIABLE,250,2256,5503,7161,351998,10.91,0.069444
8203f2691fce0131009af80e43462813-bench_3772.smt2,SATISFIABLE,17997,60091,455882,758654,188843426,57.91,34.9618
743a22c542269fc362cf8816f84e868c-unif-r4.25-v650-c2762-06-S747370896.used-as.sat04-86,TIMEOUT,650,2762,2972348,3841882,245239459,16.73,59.9951
45c5376d5b90ec10c21884b463ae837b-hwb-n26-03-S540351185.shuffled-as.sat03-1624,TIMEOUT,172,832,7165609,8390630,225497208,10.91,59.9372
95ee4af256f84b50aae14f8f620850a5-Break_triple_08_30.xml,SATISFIABLE,4057,14499,476,1317,75494,12.35,0.014804
f181ce80b20939b3e794cbc57ababbf8-c5315-s.shuffled,UNSATISFIABLE,5408,15035,23910,69863,1424419,13.06,0.297364
fdb0a60e8dab4e93c21fb397b9594e02-satsgi-n23himBHm25-p0-q219,SATISFIABLE,575,13248,0,301,575,11.67,0.005052
f636a9e5dacb4bc0a7ed99842c6026fe-x9-08040.sat.sanitized,SATISFIABLE,400,3599,40301,55350,3647728,11.04,0.795648
f006348ec614d3f4e216bc86dd7637b8-mp1-ps_5000_21250_3_0_0.6_0_1.45_8,TIMEOUT,5000,21250,967897,1404723,262550980,38.27,59.9648
86dbc31f47b9718fe09e808ab3fe0e87-x9-03027.sat.sanitized,SATISFIABLE,150,1345,446,559,20116,10.91,0.004795
5d382d0e49db2b6f8e5eb1810ff77ee7-fla-barthel-400-2,SATISFIABLE,400,1720,2936867,3667576,180301258,12.29,42.8229
fc267a0118ccc45a5c38b3da5e6d21cc-4col120_9_7.shuffled,TIMEOUT,240,2116,4932733,7102492,175114774,12.74,59.9808
9b1b5a12ada93ba9eb0eef16bee8dd99-unif-k4-r9.931-v920-c9137-S8416917350073733243,TIMEOUT,920,9137,1481678,2289076,130698215,40.07,59.9786
b679a8265fde5c97cddaac667d3532ce-unif-k3-r4.267-v2000-c8534-S2616206865114565497,TIMEOUT,2000,8534,1389464,2137252,241134641,33.45,59.9509
6e8c0c5ccb66d98b738314d9e841ade0-e_rphp056_05,TIMEOUT,7097,13598,2257866,58766725,159071443,30.99,59.9608
56de26587132838f6593941d6968fa60-fdmus_b20_413,UNSATISFIABLE,4035,11054,18900,40618,1268048,12.32,0.219476
16fd1348004a14687411645bcbffddd2-bench_11826.smt2,TIMEOUT,6326,20707,755857,900841,377787042,20.89,59.9751
216ef6f8fbc13be2b1370596bf9af09e-x9-05026.sat.sanitized,SATISFIABLE,250,2253,8732,11282,554228,10.92,0.112312
37fab6091c16d340d29bd58e3af981c9-bench_1204.smt2,TIMEOUT,28489,96133,588604,1009187,302621858,79.21,59.8855
bca01a49805df3399a0438191019e417-SCPC-700-87,TIMEOUT,700,27454,218832,515223,11263162,110.2,59.781
d9fe50de72fb34ea94518c32d8f3077c-hitag2-7-60-0-0xe8fa35372ed37e2-80,TIMEOUT,2262,29659,757215,827865,259307096,28.65,59.9589
3bbba5fb55b34ff9fcc6c1109715bdd0-unif-k3-r4.26-v650-c2769-S1920526651-049.SATISFIABLE,TIMEOUT,650,2769,2944095,3812280,239220273,16.65,59.9902
e12874b16df577b301608d03731595d8-rphp5_085_shuffled,TIMEOUT,850,15645,755275,40176958,74703177,57.55,59.9416
b5a0a99f3a517c747b716a4574042d06-fdmus_b17_850,UNSATISFIABLE,8895,25244,9153,17341,2603624,14.34,0.321856
817e3b4ad407607e2f269e248409a0d0-unif-k5-r21.3-v100-c2130-S367498571-066,TIMEOUT,100,2130,4708967,5502654,79436627,13.46,59.9965
dee1bc5b63b777388d2d6fd0a087c3a1-5col140_15_3.shuffled,TIMEOUT,420,5585,2665073,3395659,159461876,19.25,59.9877
079b877e6d9da81bd36fc7bf8a812aa2-7cnf20_90000_90000_10.shuffled,SATISFIABLE,20,1549,68,79,292,10.91,0.005302
f556bf8f96f824a4cdcb31a4c4945b34-OKgenerator_s0=32s1=18n=12000l=3cp=50400-Dnr0=0nr1=6-o.shuffled-as.sat05-1655,TIMEOUT,12000,50400,452170,1481111,262726208,164.84,59.7169
cfa7bc3d68a25458f5f5900ec4b456d9-hgen8-n180-01-S1524349002.shuffled-as.sat03-880,TIMEOUT,180,279,11753143,14543906,250424042,10.91,59.9963
3f4bd4624e4cf3768ff03f604d51491b-unif-k5-r21.3-v90-c1917-S559732886-091,TIMEOUT,90,1917,5455664,6295852,85498569,12.51,59.9949
6bd8d4a89038f73228dc9d9273b2c5c5-bench_8769.smt2,UNSATISFIABLE,4781,16244,3811,8930,178390,12.72,0.038513
3ea7b703268b83ee2a57e593129a05f2-hanoi4.shuffled,SATISFIABLE,718,4477,1728,2927,114099,11.17,0.019061
ce33ce01e2482af69979c70666de29fa-x9-06037.sat.sanitized,SATISFIABLE,300,2697,33989,43164,2502090,11.05,0.498688
00d1fe07ab948b348bb3fb423b1ef40d-lec_mult_KvW_12x11.sanitized,TIMEOUT,5068,15159,761654,924334,309007373,19.64,59.9786
ea81801c24a316592671476e1d4f1a6e-3col40_5_8.shuffled,UNSATISFIABLE,80,312,6,7,170,10.91,0.00156
4f7946ecda890ecf9b731c399cbead62-bench_8667.smt2,UNSATISFIABLE,6281,21558,2408,7852,136961,13.57,0.040918
076fba8945d3a54a06f326474477077d-mrpp_6x6#12_9,SATISFIABLE,4412,28670,35718,158748,1942433,14.14,0.460918
38e076c4d54dc5df7c48edc8f20f747a-bf1355-152,UNSATISFIABLE,2293,6428,16,184,3185,11.62,0.007784
15a0ff858513e4db318ca72151aaac93-hypercube7.shuffled-as.sat03-1437,TIMEOUT,448,8192,7208559,14636378,61181589,79.89,59.9301
c6464fe735052fb5d71cd13398c05a3d-okgen-c1912-v450-s243113776-243113776.shuffled-as.sat03-1701,TIMEOUT,450,1912,3994018,4971406,254478975,12.78,59.9895
82dfbf9a38196c7e58a63c6fad216781-x9-11041.sat.sanitized,TIMEOUT,550,4947,1723562,2291327,192314317,15.8,59.9882
f5076f06d3ce3c6e3e45c1393ab0a73f-gensys-brn002.shuffled-as.sat05-2746,SATISFIABLE,392,13693,237,436,11259,12.0,0.02968
a14113d0716b3cba76b51f5c07b5f185-bench_2385.smt2,TIMEOUT,20515,69145,643060,1002649,341895226,83.7,59.9371
e90c47854301126a15d599fb323b21bc-WS_400_24_90_10.apx_1_DC-AD,TIMEOUT,800,15200,737870,1094458,82430657,27.25,59.9842
17532fb8bed9cc868745b408054e41c3-3col200_5_5.shuffled,SATISFIABLE,400,1678,4472,5932,426015,11.05,0.066572
b0eb84246bf661e26b25357c35bc4f55-Break_14_36.xml,TIMEOUT,23292,85383,493040,2379933,251084395,176.71,59.7388
3cdd04e9d6d3a1d98538bb41ebccd09d-unif-k5-r21.3-v130-c2769-S1513299405-10.SAT.shuffled,TIMEOUT,130,2769,4033557,4827225,81449044,14.91,59.9799
c12d5e3213fbe4071aa8a64618c67445-sgen1-sat-100-100,SATISFIABLE,100,240,45549,55095,1211861,10.91,0.209959
9a8546564631081cdfd3ead12990c266-Urquhart-s3-b8.shuffled,UNSATISFIABLE,44,416,7847371,11803796,46764516,10.91,19.0846
099080d1d70f26f07270d7e6faa78f32-glassybp-v648-s1025890814,TIMEOUT,648,3024,3094624,4088852,253066849,19.38,59.9819
9b1d8373c4806fcdce6668864a7f19ac-fdmus_b21_372,UNSATISFIABLE,2646,7202,9029,15011,548153,11.84,0.098446
bf0808610572b64e5ab5f334a7c55fbc-bench_17245.smt2,UNSATISFIABLE,6440,21783,2671,8521,195506,13.57,0.046665
6ece7e58a2a28aaf440e8c65768214fc-x9-08025.sat.sanitized,SATISFIABLE,400,3596,224679,290740,20280231,11.05,4.94821
310e62b309d4d62e366b97f4c2a1709f-unif-k4-r9.931-v800-c7945-S7502674457061446269,TIMEOUT,800,7945,1751109,2614612,140609828,37.63,59.9744
f9b622397836cfacc8839fcff0c63196-unif-k3-r4.2-v4000-c16800-S1178874381-13,TIMEOUT,4000,16800,966216,1846150,267985788,85.95,59.9564
b15976296ff876956f98444866a50bb6-WS_400_32_90_70.apx_1_DC-ST,TIMEOUT,800,20400,666517,979581,65535389,42.36,59.9561
adc0e91d4315345c841165daf3eda3a8-bench_1785.smt2,TIMEOUT,28489,94191,665521,1136792,317961687,90.5,59.9301
7e324da0157cbe8f78720af1d39e4db1-x9-04057.sat.sanitized,UNSATISFIABLE,200,1797,3998,5324,216324,10.91,0.040677
f8a58c5589cddd9092bda642ee45bf8e-div-mitern170,TIMEOUT,3622,15404,1136702,1471792,414666975,23.96,59.984
12321c17cf6c993cf4cbd32756d33ce9-unif-k7-r87.79-v100-c8779-S2213515677066120114,TIMEOUT,100,8779,2351180,2768304,32424734,24.98,59.9762
e72a813013f4d6fe5b9c3d4ad3659b4d-fphp-016-015.shuffled-as.sat05-1230,TIMEOUT,240,3496,3277306,4022161,46215111,26.54,59.972
32c362d1c770a4eb66a5c78346c5e917-gensys-brn100.shuffled-as.sat05-2844,SATISFIABLE,642,15161,2618,6777,134508,12.25,0.060023
180ab3bc9bced515334501f2730b1bdf-gencnf-k4-r9.88-v155-c1531-08-S31017031.used-as.sat04-158,TIMEOUT,155,1531,5527640,6583572,145849995,11.59,59.9935
29953336ecd740fa8b1d1df20b41f758-x9-09008.sat.sanitized,TIMEOUT,450,4054,1947512,2439391,189818258,14.95,59.9914
5d7a6a3c950434a56390ecee4605bd58-bench_7140.smt2,UNSATISFIABLE,5986,20512,3063,10185,179931,13.61,0.047766
679e28f1d5430975c50113ea36306d19-x9-08079.sat.sanitized,SATISFIABLE,400,3590,331462,430847,29413238,11.04,7.94326
1e86219ba6cd293f4eab9a4c606257c0-unif-k3-r4.25-v500-c2125-S645163129-012,TIMEOUT,500,2125,3707752,4690814,255626426,14.54,59.9453
10b0d03ecca321419dd218dad9ff8986-unif-k3-r4.267-v517-c2206-S1151100378002505658,TIMEOUT,517,2206,3682133,4661241,257413902,15.53,59.9738
ee27a952f07504974ae2af40479a23b4-unif-c700-v350-s822102181,SATISFIABLE,350,700,1,105,163,10.91,0.002296
c53a86d4ef78ce916bc63bfa4e84aa35-unif-k7-r87.79-v112-c9832-S3760299964096617842,TIMEOUT,112,9832,2114058,2538175,31546148,24.9,59.9808
f4eacce05e17ce620531258ad1916e19-unif-k7-r89-v60-c5340-S1458986015-022.SATISFIABLE,TIMEOUT,60,5340,3309521,3721802,31667259,15.59,59.9802
72d3e22687e7913644f17c8b59fcafb6-ezfact48_3.shuffled,UNSATISFIABLE,1729,10880,25962,32869,7946268,12.07,1.28672
2604532388bbb5b79e8e467dcfb13005-mrpp_6x6#10_20,SATISFIABLE,10121,66193,1779239,12424172,129972959,59.4,37.4331
4d7fbfea9708c124742d41c1d5f54ef6-5cnf_4300_4300_080.shuffled,TIMEOUT,80,1376,6251655,7196177,93699705,10.91,59.9906
8fd33b2faf575e339f1897322193e923-x9-11076.sat.sanitized,TIMEOUT,550,4958,1732230,2295827,194514139,17.2,59.9768
096d6ff0af6c9d90f175f39d64ecb26b-bench_5284.smt2,TIMEOUT,20515,68517,714953,1059997,341961693,83.77,59.9366
a163329a3cef7711ec9913151d4ac5be-unif-k5-r21.117-v385-c8130-S2125226504726434206,TIMEOUT,385,8130,1941199,2690623,83342125,32.2,59.9614
4457b7904d1c3011f2ff4cc8005774b4-qg7-10.shuffled,UNSATISFIABLE,1000,29654,43,54,6149,12.86,0.030902
d9e46d209f1e4edd310b986fb5c92382-fdmus_b21_236,UNSATISFIABLE,5874,16291,17470,55590,1516917,13.05,0.224164
527c5c1bc9771bdeee6861e5cf38f01a-hgen1-v250-s931096252,SATISFIABLE,250,875,5717925,7005699,260117510,11.16,58.5599
865eba16b11aade62f5d0e4c43d85760-fdmus_b20_234,UNSATISFIABLE,7704,21801,25575,80181,3136605,14.05,0.465664
c875b4991b2d8d0bfb97b4acba6bee36-unif-k5-r20-v800-c16000-S1797123396-073,TIMEOUT,800,16000,1203010,1964032,86229181,71.54,59.9419
3f145000bcccf0ed6316a0511f632ac0-unif-k4-r9.931-v800-c7945-S1251600453362235596,TIMEOUT,800,7945,1788863,2677099,143122211,33.48,59.9726
ad665eb8fa87d22af47a294377c92a1b-unif-k4-r9.931-v2150-c21352-S5626512439144494001,TIMEOUT,2150,21352,967959,2008293,152058591,123.98,59.8575
c1c5f27a2c47486a745e7aa3516fb24d-ccp-s8-facto4,TIMEOUT,1504,35656,3284173,47037463,220835856,81.48,59.9394
7f18a125fbc98154dd6c649ad2b43042-gencnf-k5-r21.5-v170-c3655-02-S741844046.used-as.sat04-202,TIMEOUT,170,3655,3327929,4083304,80958944,17.45,59.9887
c8feaa9803b904cdee90694c654147f2-aes_24_4_keyfind_5-sc2014,TIMEOUT,520,5761,2786980,3284277,95613210,19.73,59.9586
b6d83b152cd7f9a83c7993e29ca07faf-shuffling-1-s936521956-of-bench-sat04-318.used-as.sat04-459,TIMEOUT,285,4398,6662249,18284579,172713714,14.07,59.9869
f8ad493b11bf0692c1f3919642cebdb1-PancakeVsInsertSort_9_3,TIMEOUT,3093,10333,1701593,2419462,295150451,22.96,59.9836
0d9ad4c261d9d449416b4b69f9fe43d1-unif-k3-r4.26-v600-c2556-S1245124682-071.UNKNOWN,TIMEOUT,600,2556,3356265,4295429,259615154,14.9,59.9791
d69a1c7b5b35e06b81cf16430fb59f8b-fdmus_b20_256,UNSATISFIABLE,6159,17081,23211,78258,2132555,13.08,0.332566
ff412976f8fc100b7d0cba2b2a37f942-x9-07027.sat.sanitized,SATISFIABLE,350,3149,139183,173487,11559346,11.05,2.64938
b023ea0eb9adbd9182c01d7e2d443289-mp1-tri_ali_s11_c35_bail_UNS,TIMEOUT,400,1737,5398083,6595346,270795668,11.78,59.9794
0cde4f22de8c11325ceadc0a1f87f161-hid-uns-enc-6-1-0-0-0-0-30547,TIMEOUT,1908,5838,1977255,3770556,348443974,29.55,59.9683
